county,city,modelYear,make,model,electricVehicleType,electricRange,electricUtility
Pierce,Gig Harbor,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),72,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
King,Seattle,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Pierce,Gig Harbor,2017,BMW,I3,Battery Electric Vehicle (BEV),81,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
King,Seattle,2020,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),22,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Maple Valley,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Port Orchard,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25,PUGET SOUND ENERGY INC
King,Redmond,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Lake Stevens,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),208,PUGET SOUND ENERGY INC
Whatcom,Bellingham,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
Franklin,Pasco,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY
Snohomish,Snohomish,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38,PUGET SOUND ENERGY INC
Lewis,Onalaska,2021,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY
King,Renton,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Spokane,Spokane,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),20,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
Kittitas,Cle Elum,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
Pierce,Spanaway,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),208,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
King,Des Moines,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Bothell,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Seattle,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Pierce,Gig Harbor,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),210,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Pierce,Tacoma,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),107,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
King,Kirkland,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),38,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Woodinville,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
Mason,Shelton,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),258,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY
King,Seattle,2016,KIA,SOUL,Battery Electric Vehicle (BEV),93,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Kirkland,2021,BMW,I3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bellevue,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2014,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),6,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Kenmore,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seatac,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Bainbridge Island,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
Thurston,Lacey,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
Snohomish,Woodinville,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,PUGET SOUND ENERGY INC
King,Seattle,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),107,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seatac,2022,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),15,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Redmond,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),6,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bellevue,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Vancouver,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,North Bend,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Fall City,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),249,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Auburn,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
San Juan,Friday Harbor,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP
San Juan,Lopez Island,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP
King,Mercer Island,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Maple Valley,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Arlington,2022,FORD,F-150,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY
King,Mercer Island,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Mukilteo,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Bellevue,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Sammamish,2023,BMW,I4,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Poulsbo,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Seattle,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),18,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),17,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Snohomish,Snohomish,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),72,PUGET SOUND ENERGY INC
King,Seattle,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),16,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Newcastle,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Yakima,Yakima,2022,LUCID MOTORS,LUCID AIR,Battery Electric Vehicle (BEV),0,PACIFICORP
Thurston,Tumwater,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238,PUGET SOUND ENERGY INC
Kitsap,Poulsbo,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
Mason,Allyn,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY
King,Seattle,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Renton,2015,FIAT,500,Battery Electric Vehicle (BEV),87,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Cowlitz,Longview,2023,FORD,F-150,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY
Snohomish,Bothell,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),20,PUGET SOUND ENERGY INC
King,Snoqualmie,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Cowlitz,Longview,2022,KIA,EV6,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY
King,Seatac,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),34,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Chelan,Leavenworth,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUD NO 1 OF CHELAN COUNTY
Pierce,Gig Harbor,2022,FORD,F-150,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Snohomish,Bothell,2022,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),17,PUGET SOUND ENERGY INC
King,Bellevue,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Woodinville,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Washougal,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),330,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Woodinville,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),308,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Clyde Hill,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),210,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Burien,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),289,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Spokane,Spokane,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
King,Seattle,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seatac,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Bothell,2022,BMW,IX,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2020,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),234,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2019,BMW,I3,Battery Electric Vehicle (BEV),153,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Snohomish,Bothell,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Enumclaw,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),38,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Snohomish,Monroe,2022,MINI,HARDTOP,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Clyde Hill,2022,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Spokane,Colbert,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
King,Woodinville,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Mercer Island,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Skagit,Mount Vernon,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
Thurston,Olympia,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),33,PUGET SOUND ENERGY INC
King,Carnation,2016,KIA,SOUL,Battery Electric Vehicle (BEV),93,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Yakima,Yakima,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,PACIFICORP
Whatcom,Everson,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
King,Issaquah,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Bothell,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
Whatcom,Bellingham,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),72,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
King,Kenmore,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Carnation,2022,BMW,IX,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Gig Harbor,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
King,Seattle,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Normandy Park,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Buckley,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),72,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Sammamish,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bellevue,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Burien,2013,FIAT,500,Battery Electric Vehicle (BEV),87,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Shoreline,2022,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),33,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Pierce,Milton,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220,BONNEVILLE POWER ADMINISTRATION||CITY OF MILTON - (WA)|CITY OF TACOMA - (WA)
Pierce,Lakewood,2013,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),19,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||LAKEVIEW LIGHT & POWER|PENINSULA LIGHT COMPANY
King,Seattle,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Pierce,Puyallup,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Tacoma,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Clark,Vancouver,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),21,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Pierce,Fife,2023,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),18,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Kitsap,Bremerton,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238,PUGET SOUND ENERGY INC
King,Bellevue,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),258,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Bellevue,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Tukwila,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Vancouver,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Benton,Kennewick,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY
King,Seattle,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),21,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Clark,Vancouver,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Sammamish,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Spokane,Spokane,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259,MODERN ELECTRIC WATER COMPANY
King,Kent,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Redmond,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kent,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Sammamish,2022,KIA,EV6,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Lake Stevens,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Seattle,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Burien,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Newcastle,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),222,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),125,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Jefferson,Port Townsend,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
King,Shoreline,2022,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Clark,Vancouver,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Fall City,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Woodinville,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bellevue,2023,VOLVO,,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Newcastle,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seattle,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),200,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Redmond,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Vancouver,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Kitsap,Poulsbo,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Shoreline,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Kent,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),26,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bellevue,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Issaquah,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Skagit,Sedro-Woolley,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Seattle,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),35,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Seattle,2021,VOLVO,XC40,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Kitsap,Bainbridge Island,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Auburn,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),249,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Everett,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
Clark,Vancouver,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),289,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Grant,Moses Lake,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),215,PUD NO 2 OF GRANT COUNTY
Clark,Vancouver,2023,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Kirkland,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),208,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Redmond,2023,BMW,I4,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Normandy Park,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),308,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Bothell,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kenmore,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Redmond,2020,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Whatcom,Bellingham,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
King,Issaquah,2021,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Cowlitz,Kalama,2023,BMW,I4,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY
Clark,Washougal,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA)
Snohomish,Bothell,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Seattle,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Clallam,Sequim,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY
Kitsap,Port Orchard,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0,PUGET SOUND ENERGY INC
King,Woodinville,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),149,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
